s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39
125.3297	119.9409	113.6198	130.7868	124.2639	117.0576	121.3428	126.6945	116.1191	123.7051	118.5036	118.2436	123.762	124.8728	112.6821	115.0322	112.0757	114.0482	116.7642	115.8825	116.8924	123.0974	113.0188	117.9574	113.5869	117.7012	109.693	113.6759	114.2003	113.4442	114.6501	112.538	113.1618	109.0655	118.4941	106.5812	114.1152	113.4473	113.6416	114.1157
125.445	120.0575	113.7375	130.7868	124.0353	116.9452	121.3906	126.6945	116.0642	123.6499	118.3375	118.3105	123.8807	124.7474	112.5706	114.9161	112.0757	113.9403	116.6949	115.8357	116.8282	123.2095	113.0188	117.9574	113.5869	117.6927	109.7377	113.7202	114.2003	113.4589	114.4381	112.5889	112.9339	109.1366	118.4941	106.4688	114.1152	113.3426	113.6416	114.1157
125.5603	119.8244	113.5678	130.6697	124.1496	117.0576	121.3906	126.6416	116.1191	123.7051	118.3884	118.3586	123.9306	124.6383	112.6821	114.9161	112.0757	114.059	116.7642	115.8357	116.8924	123.4339	113.0188	117.7812	113.5317	117.8077	109.693	113.748	114.1484	113.4442	114.6002	112.5889	113.0918	109.0655	118.3715	106.6238	113.9996	113.2656	113.6416	114.1157
125.2143	119.9409	113.5678	130.7868	124.3167	117.0097	121.3428	126.6416	116.2335	123.7051	118.2731	118.4067	123.6931	124.3959	112.6263	114.8617	112.1209	114.113	116.6949	115.8357	116.9451	123.4339	113.0188	117.9574	113.5317	117.7012	109.5346	113.7202	114.2003	113.5075	114.6501	112.4709	113.0479	108.9455	118.4941	106.5812	114.1603	113.4473	113.6416	114.0039
125.3834	120.0575	113.6854	130.6697	124.3167	117.0097	121.3428	126.5751	116.1238	123.7051	118.3375	118.3586	123.9306	124.8728	112.5706	114.8617	111.9603	114.113	116.6446	115.8357	116.9451	123.4906	113.0188	117.9574	113.5317	117.7545	109.693	113.6759	114.2622	113.3472	114.6002	112.42	112.9339	109.0655	118.7862	106.5812	114.1152	113.4473	113.6416	114.1157
125.5603	119.9409	113.5678	130.8476	124.3167	117.0576	121.3906	126.6945	116.2335	123.7051	118.3375	118.2436	123.9306	124.8101	112.6263	114.8617	112.0054	113.9403	116.8838	115.8357	116.8924	123.4906	113.0188	117.9574	113.5317	117.8077	109.693	113.6038	114.2003	113.3957	114.5379	112.6399	112.8901	109.3055	118.6636	106.4688	114.1152	113.3303	113.6416	113.892
125.3834	119.9409	113.803	130.7868	124.0353	117.0576	121.3906	126.7475	116.0642	123.7051	118.3884	118.4736	123.8807	124.9356	112.5706	114.9161	111.9603	113.9943	116.6446	115.8357	116.9451	123.2095	113.0188	117.9574	113.5317	117.8077	109.8068	113.7644	114.2622	113.3957	114.5379	112.538	113.0479	109.2344	118.4941	106.5812	114.1152	113.3303	113.5891	114.1685
125.2143	119.9409	113.5678	130.6697	124.0353	117.0097	121.3906	126.814	116.0094	123.7051	118.5036	118.2436	123.8119	124.8728	112.6263	115.0322	111.9603	113.9403	116.6446	115.8357	116.9451	123.2095	113.0188	117.7812	113.5317	117.6395	109.7377	113.6759	114.2622	113.4442	114.488	112.4709	113.0918	109.1855	118.7862	106.4262	114.1152	113.4473	113.6416	114.1685
125.6141	119.9409	113.6854	130.8476	124.0881	117.0097	121.4384	126.7475	116.0642	123.7051	118.3884	118.4067	123.8807	124.8728	112.6263	114.8617	111.9603	114.0482	116.6949	115.8357	116.9451	123.2662	113.0703	117.9574	113.5317	117.6395	109.693	113.5596	114.3141	113.4589	114.488	112.42	112.8462	109.0655	118.5696	106.4688	114.1152	113.4473	113.6416	114.1685
125.3834	119.9409	113.803	130.609	124.3167	116.8973	121.226	126.6945	116.0046	123.7051	118.3884	118.3586	123.8807	124.9356	112.5042	114.8617	111.9603	114.113	116.6949	115.8357	116.8924	123.2095	113.0188	117.8993	113.5317	117.7545	109.7377	113.6759	114.2003	113.2987	114.488	112.5219	113.0479	109.0655	118.6636	106.4688	114.1603	113.1486	113.6416	114.0039
125.445	119.9409	113.6854	130.9038	124.2639	117.0097	121.3906	126.5751	115.8951	123.7051	118.2731	118.3586	123.9306	124.8101	112.6263	114.8617	112.0054	114.167	116.8838	115.8357	116.9451	123.2662	113.0188	117.9574	113.642	117.8077	109.7377	113.6317	114.3141	113.3957	114.6501	112.5219	113.1878	109.0167	118.6636	106.5812	114.2307	113.4996	113.6416	114.0567
125.3297	119.9409	113.6854	130.9647	124.3167	117.0097	121.3906	126.6945	116.0046	123.7051	118.5036	118.3586	123.8807	124.8101	112.5042	114.8617	112.1209	114.0482	116.7642	115.8357	116.9451	123.2095	113.0703	117.8993	113.5317	117.8077	109.8516	113.6759	114.1484	113.3957	114.6501	112.5889	113.1618	109.0655	118.4471	106.6238	114.1152	113.278	113.6416	114.1685
125.2143	119.9409	113.5678	130.7868	124.3167	117.0097	121.3428	126.628	116.1191	123.7051	118.5036	118.4067	123.8807	124.8728	112.6263	114.9161	111.9603	114.0482	116.8145	115.8357	116.9451	123.5474	113.0188	117.8993	113.5317	117.8077	109.693	113.5596	114.2622	113.4442	114.5379	112.4709	113.1618	109.1855	118.7106	106.5812	114.1152	113.4996	113.6416	114.0039
125.268	119.9409	113.6198	130.7868	124.2639	117.0097	121.3428	126.6945	115.9498	123.6499	118.3884	118.4067	123.6931	124.8728	112.5706	114.8617	111.9603	114.059	116.6949	115.8357	116.7755	123.4339	113.0703	117.9574	113.5317	117.6395	109.693	113.7923	114.1484	113.3957	114.6501	112.4709	113.0479	109.0655	118.5696	106.5812	114.2307	113.4473	113.6416	114.0567
125.1607	119.9409	113.6198	130.8476	124.2639	117.0097	121.3906	126.92	116.0642	123.7051	118.3375	118.4067	123.762	124.6383	112.5706	114.8617	111.9603	114.0482	116.6446	115.8357	116.8924	123.2095	113.1842	118.0755	113.5317	117.8077	109.5792	113.6759	114.2003	113.3957	114.6501	112.5889	113.0918	109.0655	118.7862	106.5812	114.1152	113.3303	113.7608	114.1157
125.3834	119.9409	113.6854	130.5527	124.1409	117.0097	121.3906	126.867	116.1786	123.7051	118.2731	118.4067	123.9306	124.8728	112.6263	114.9777	112.0757	113.9403	116.8145	115.8357	116.8397	123.3771	113.0188	117.9574	113.5869	117.861	109.693	113.5154	114.2622	113.4442	114.6501	112.4709	113.0918	109.0655	118.541	106.4688	114.1152	113.4996	113.6416	114.1685
125.268	120.0575	113.8551	130.7868	124.0353	117.0097	121.3906	126.6945	116.1191	123.7051	118.3884	118.3105	123.8807	124.8728	112.5042	114.8617	111.9603	114.113	116.6949	115.8825	116.9451	123.4339	113.0703	117.8993	113.5869	117.8077	109.7377	113.6317	114.2622	113.5075	114.6624	112.4709	112.9778	109.1143	118.6166	106.5812	114.0447	113.4473	113.6416	114.0039
125.3834	120.0575	113.5678	130.7868	124.3167	116.9452	121.3906	126.814	116.0642	123.7051	118.4527	118.4067	123.9306	124.8101	112.5042	114.9777	111.9152	113.9403	116.7642	115.9489	116.8924	123.2662	113.0188	117.9574	113.5317	117.6395	109.693	113.6759	114.1484	113.3472	114.5379	112.42	112.9339	109.0655	118.4941	106.5812	114.1152	113.4473	113.5891	114.0567
125.268	119.9409	113.6854	130.8476	124.2024	117.0097	121.4384	126.814	116.1191	123.7051	118.5036	118.3586	123.762	124.9356	112.5706	115.0322	111.9603	113.9403	116.7138	115.8357	116.8924	123.4906	113.1326	117.8412	113.4765	117.6395	109.693	113.5154	114.1484	113.3472	114.488	112.5889	112.9778	108.9455	118.541	106.6936	114.1152	113.3303	113.6416	114.0039
125.268	119.9409	113.6854	130.6697	124.0353	117.0576	121.3906	126.6416	116.0046	123.7051	118.3884	118.5218	123.9306	124.8728	112.5706	115.0322	112.1209	114.059	116.6949	115.8357	116.9451	123.2095	113.0188	117.8993	113.642	117.8694	109.693	113.6759	114.1484	113.3957	114.6501	112.4709	113.0479	109.0655	118.6636	106.4688	114.2307	113.3303	113.5891	113.892
125.3297	119.8931	113.6854	130.9647	124.4311	116.9617	121.295	126.7475	116.1191	123.7051	118.2223	118.4736	123.6931	124.5757	112.8707	114.8617	112.0054	113.9403	116.8838	115.8357	116.9451	123.4906	113.0188	117.9574	113.5869	117.8077	109.7377	113.748	114.3141	113.4442	114.6002	112.5219	112.9339	109.0655	118.4941	106.5812	114.1603	113.4473	113.5891	114.0039
125.3834	120.0575	113.5678	130.7868	124.0881	117.0097	121.295	126.6416	116.1191	123.7051	118.5036	118.2917	123.762	124.7009	112.6263	114.8617	111.8449	113.8864	116.525	115.8357	116.8924	123.2095	113.0188	117.9574	113.5317	117.8077	109.693	113.6759	114.2622	113.3957	114.5379	112.6399	113.1179	108.9943	118.4941	106.6238	113.9996	113.4473	113.6416	114.1157
125.2143	119.9409	113.5678	130.8476	124.211	117.0576	121.3428	126.6945	116.0642	123.7604	118.3884	118.4067	123.8119	124.8728	112.5706	114.9161	112.0757	113.9943	116.8145	115.9489	116.7755	123.1529	113.0188	117.8993	113.5317	117.7545	109.693	113.6759	114.1484	113.4589	114.3758	112.5219	113.1618	109.0655	118.4941	106.4688	114.1152	113.4996	113.6942	114.0039
125.268	119.9409	113.5678	130.8476	124.3167	117.0576	121.3906	126.8004	116.2335	123.7051	118.4527	118.4067	123.8807	124.8101	112.6821	114.8617	112.1209	114.059	116.5943	115.8357	116.8397	123.3217	113.0188	117.9574	113.5317	117.7545	109.8516	113.5154	114.3141	113.5561	114.6002	112.5889	113.0479	109.0655	118.4941	106.5812	114.1152	113.278	113.6416	114.0039
125.268	119.9409	113.5678	130.7259	124.2639	117.0097	121.3428	126.6945	116.1191	123.7604	118.5036	118.2436	123.8807	124.8101	112.6263	114.9161	111.9603	114.0482	116.9342	115.8357	116.9978	123.2662	113.0188	117.7812	113.5869	117.8077	109.6483	113.6317	114.2003	113.3957	114.6501	112.5219	113.2058	109.1855	118.5696	106.4688	113.9996	113.3949	113.6416	114.0039
125.1607	120.0575	113.5678	130.7868	124.2639	117.0576	121.3428	126.6945	116.0642	123.7051	118.3884	118.3586	123.8807	124.8101	112.5706	114.9777	111.9603	113.8216	116.7642	115.8357	116.9451	123.4339	113.0188	117.9574	113.5317	117.7459	109.693	113.6317	114.2003	113.3957	114.6501	112.4709	112.9778	109.0655	118.588	106.5812	114.1152	113.4473	113.6416	114.0039
125.3297	119.9409	113.6854	130.8476	124.0881	117.0097	121.3906	126.6945	116.0094	123.6499	118.3884	118.4067	123.8807	124.5757	112.5706	114.9777	112.0054	114.113	116.6949	115.7693	116.8924	123.2095	113.0188	117.8993	113.5317	117.7545	109.7377	113.6759	114.3141	113.5075	114.6002	112.5219	113.004	109.1143	118.6166	106.5812	114.1152	113.3303	113.5891	114.1157
125.3297	120.0575	113.6854	130.7868	124.211	116.8973	121.3428	126.7475	116.0094	123.5841	118.5036	118.4067	123.8807	124.8101	112.5706	114.8617	111.9603	114.0482	116.6446	115.8357	116.9451	123.2095	113.0188	118.1936	113.5317	117.9227	109.693	113.6317	114.2622	113.4442	114.6002	112.4709	113.1618	109.1143	118.4941	106.5812	114.1603	113.3426	113.6416	114.0567
125.3297	119.9409	113.803	130.7868	124.0881	116.8973	121.3906	126.6416	116.0094	123.6499	118.2223	118.4067	123.9306	124.6383	112.6263	114.8617	111.9603	114.0482	116.8145	115.8357	116.8924	123.4339	113.0188	117.9574	113.5869	117.8077	109.7377	113.6759	114.2003	113.5561	114.7001	112.3691	113.0479	109.1855	118.4184	106.5812	114.1603	113.278	113.5891	114.0039
125.2143	119.8931	113.6198	130.6697	124.2639	117.0576	121.3428	126.5887	116.0046	123.6499	118.5036	118.3586	123.8119	124.5757	112.5706	114.9705	112.1209	113.9943	116.6949	115.8825	116.9451	123.4339	113.0188	117.9574	113.5317	117.7545	109.7621	113.8366	114.2003	113.3957	114.5379	112.5889	113.0479	109.1143	118.6636	106.6238	114.1152	113.4473	113.7608	114.1157
125.2143	120.0575	113.5678	130.7259	124.1409	117.0097	121.3428	126.6945	116.1191	123.7051	118.5036	118.2436	123.8807	124.7474	112.5706	114.8617	112.0054	113.9943	116.7642	115.8357	116.9451	123.3784	113.0188	117.9574	113.5317	117.6395	109.693	113.6317	114.2622	113.4442	114.7001	112.5889	113.3197	109.0655	118.7862	106.6238	114.1603	113.3949	113.6416	114.0567
125.3297	119.9409	113.6854	130.7868	124.3167	117.0576	121.157	126.6945	116.0094	123.6394	118.3884	118.4067	123.6432	124.8728	112.3264	114.8617	111.89	113.9403	116.8145	115.8357	116.9451	123.4906	113.1218	117.9574	113.5317	117.7545	109.693	113.6317	114.2622	113.5075	114.4381	112.6399	113.1618	109.0655	118.6166	106.5812	114.1152	113.2134	113.6416	114.0039
125.268	120.0575	113.5678	130.8476	124.0353	117.0097	121.4384	126.7475	116.1191	123.6499	118.2731	118.4067	123.8807	124.8101	112.6263	114.8617	112.0054	114.113	116.8145	115.8357	116.8924	123.4906	113.0188	117.9574	113.4118	117.8077	109.8068	113.6759	114.2003	113.3472	114.5379	112.5889	113.1618	109.1855	118.4941	106.5812	114.1152	113.4473	113.6416	114.0039
125.445	119.9409	113.803	130.9038	124.0353	117.0576	121.3428	126.6945	116.0642	123.7051	118.3375	118.3586	123.9306	124.8101	112.5706	115.0322	111.8449	114.059	116.6446	115.8357	116.8924	123.4339	113.0188	117.9574	113.5317	117.8077	109.7377	113.6759	114.2003	113.3957	114.7001	112.42	113.1618	109.1143	118.541	106.5812	114.2307	113.4473	113.6416	114.0039
125.2143	119.8931	113.803	130.7868	124.0353	117.0097	121.3906	126.6945	116.0094	123.7051	118.5036	118.3105	123.8807	124.8101	112.5706	115.0322	112.1209	113.9943	116.6949	115.8357	116.8924	123.2662	113.0188	117.9574	113.5317	117.8077	109.6483	113.6317	114.2003	113.5075	114.6002	112.4709	113.0479	109.1855	118.7106	106.4688	113.9996	113.2134	113.5891	114.0039
125.2143	120.0575	113.6854	130.7868	124.2024	117.0097	121.3906	126.6945	116.1191	123.7051	118.3884	118.4067	123.8807	124.8101	112.5706	114.9161	112.0757	113.9943	116.8145	115.8357	116.9451	123.2095	113.0188	117.9574	113.4118	117.6927	109.7377	113.6759	114.2003	113.5075	114.4257	112.5889	113.0479	109.0655	118.6166	106.5812	114.1152	113.2656	113.6416	114.0567
125.4988	119.9887	113.6198	130.7868	124.2024	116.9452	121.3428	126.5751	116.1786	123.7051	118.5036	118.3105	123.9306	124.8728	112.6821	114.8072	112.0757	113.9403	116.525	115.7888	116.8924	123.4339	113.0188	117.9574	113.5317	117.7545	109.693	113.6317	114.2003	113.3957	114.6002	112.4709	113.1878	109.1855	118.6166	106.4688	114.1152	113.4473	113.6416	114.0567
125.3297	119.9409	113.5678	130.9038	124.2024	117.0097	121.3906	126.6416	116.0642	123.7051	118.5036	118.4067	123.6931	124.5131	112.5706	114.9161	112.0054	114.113	116.8145	115.9489	116.7755	123.4906	113.0188	117.8393	113.5317	117.7545	109.5792	113.6759	114.3141	113.5075	114.4381	112.6399	113.0918	109.1855	118.6166	106.5812	114.1603	113.4473	113.6416	114.0039
125.3297	119.9409	113.6854	130.7868	124.0353	117.0097	121.3428	126.6416	116.1238	123.7051	118.3375	118.1475	123.6432	124.6383	112.6263	114.9161	112.0054	114.167	116.9342	115.8357	116.8924	123.3217	113.0188	117.8993	113.5869	117.6927	109.6238	113.5596	114.3141	113.4589	114.7624	112.4709	113.1179	108.9455	118.4941	106.5812	114.1152	113.3826	113.6416	114.0567
125.3834	120.0575	113.6854	130.8476	124.3781	117.0576	121.3906	126.7475	116.1191	123.7051	118.5036	118.2917	123.8119	124.8101	112.5706	115.0867	112.1209	114.167	116.6949	115.8825	116.7755	123.3771	113.0188	118.1936	113.5317	117.6395	109.7377	113.6759	114.2622	113.4442	114.5502	112.6399	113.0918	109.1855	118.6166	106.4688	114.1152	113.4473	113.6416	113.9448
125.2143	119.9409	113.6854	130.7868	124.4311	117.0097	121.3428	126.761	115.9498	123.7051	118.3884	118.4067	123.8807	124.8728	112.6263	114.8617	112.0054	114.113	116.8649	115.8825	116.9451	123.2095	113.0188	117.8993	113.5317	117.7012	109.7377	113.7202	114.2003	113.5075	114.6501	112.4709	113.0479	109.0167	118.4941	106.5812	114.2759	113.4996	113.6416	114.0567
125.2143	120.0096	113.7375	130.6697	124.2024	116.9452	121.3428	126.7475	116.0642	123.6499	118.3884	118.3105	123.8119	124.8101	112.6263	114.9161	112.1209	113.8216	116.6949	115.8825	116.8924	123.4339	113.0188	117.7212	113.642	117.5778	109.6483	113.6759	114.0347	113.4589	114.5878	112.4709	113.0479	109.1855	118.7106	106.6238	114.1603	113.4996	113.5891	114.1095
125.2143	119.9409	113.803	130.8476	124.3167	117.0097	121.3428	126.814	116.0094	123.7051	118.5036	118.3105	123.9306	124.8101	112.6263	114.8617	111.9152	113.8864	116.8145	115.8357	116.9451	123.3771	113.0188	117.8993	113.5317	117.7545	109.693	113.6759	114.2003	113.4442	114.6501	112.42	112.9339	109.1855	118.541	106.4688	114.1152	113.4473	113.6416	114.0039
125.3297	119.9409	113.6854	130.9085	124.1496	117.0097	121.3906	126.7475	116.1191	123.7051	118.3884	118.4067	123.9306	124.8101	112.5706	114.9161	111.9603	114.113	116.9342	115.8357	116.8924	123.3217	113.0188	117.9574	113.5869	117.7545	109.7621	113.6759	114.1484	113.3472	114.5379	112.5889	113.0479	109.2344	118.4941	106.5812	114.1152	113.4473	113.6416	114.0039
125.268	120.0575	113.5678	130.7868	124.3781	116.8973	121.3428	126.6945	116.1191	123.7051	118.4527	118.2436	123.9306	124.7474	112.6263	115.0322	112.1209	114.059	116.8838	115.7888	116.8924	123.3784	113.0703	117.9574	113.5317	117.861	109.7377	113.6038	114.2003	113.2987	114.6501	112.7069	112.8901	109.1855	118.6636	106.4688	114.2053	113.4996	113.7608	114.0567
125.2143	120.174	113.7375	130.7868	124.1496	117.0576	121.3428	126.6416	116.1191	123.7604	118.3884	118.4067	123.9306	124.8728	112.5706	114.9705	112.0054	113.9943	116.7642	115.8357	116.7755	123.2095	113.0188	117.9574	113.5317	117.6927	109.693	113.5154	114.1484	113.4103	114.5379	112.538	113.0479	109.0655	118.4184	106.5812	114.1603	113.4996	113.6416	114.0567
125.3834	120.0575	113.7375	130.7305	124.0353	117.0097	121.2738	126.6945	116.0094	123.6499	118.5036	118.4067	123.8807	124.8101	112.6263	114.9161	112.1209	114.113	116.8145	115.8357	116.8924	123.3771	113.0703	117.8393	113.5317	117.6927	109.7377	113.6759	114.3141	113.3472	114.5502	112.42	112.9778	109.0655	118.4941	106.5812	114.1152	113.4473	113.5891	114.0039
125.3834	120.0575	113.6854	130.8476	124.3696	117.0097	121.3428	126.6945	116.1191	123.6499	118.2223	118.3105	123.8119	124.6383	112.5706	114.7456	111.9603	113.9943	116.6446	115.8357	116.7755	123.2095	113.0188	117.9574	113.5317	117.8077	109.693	113.6317	114.1484	113.5075	114.6501	112.5889	113.0918	109.1855	118.6166	106.5812	114.1603	113.3949	113.6416	114.0039
125.2143	120.0096	113.803	130.6697	124.3252	116.9452	121.3428	126.6945	116.0642	123.7051	118.4527	118.4254	123.9306	124.8101	112.5042	114.9161	112.0757	114.113	116.6446	115.8825	116.7755	123.4339	113.0188	117.9574	113.5317	117.8077	109.7377	113.6759	114.1484	113.4442	114.4381	112.6909	113.004	109.1855	118.541	106.5812	114.1152	113.2656	113.5891	114.0567
125.3297	120.1053	113.6198	130.8476	124.4311	117.0576	121.4384	126.814	116.0094	123.7051	118.3375	118.2917	123.6931	124.8101	112.6263	114.8617	111.9152	114.113	116.7642	115.8357	116.8924	123.4906	113.0188	117.8412	113.5317	117.7545	109.8516	113.5154	114.3141	113.5561	114.7001	112.5889	113.1618	109.3055	118.4941	106.4688	114.1152	113.4473	113.6416	114.0567
125.3834	119.9409	113.5678	130.8476	124.1496	117.0576	121.3906	126.7475	116.1238	123.7051	118.5036	118.2917	123.6931	124.8728	112.6263	114.9161	112.1209	113.9403	116.6446	115.8357	116.8924	123.3784	113.0188	117.9574	113.5317	117.7545	109.5792	113.6317	114.2003	113.5561	114.6002	112.42	113.2058	109.1855	118.6166	106.5812	114.2759	113.2134	113.6416	113.892
125.2143	120.0096	113.7375	130.9038	124.3167	116.9617	121.3906	126.6945	115.9498	123.7051	118.2731	118.4067	123.8807	124.8101	112.6263	115.0322	111.9603	113.9943	116.7642	115.8357	116.8924	123.3217	113.0188	117.9574	113.5317	117.8077	109.7377	113.6759	114.2003	113.4442	114.4381	112.538	113.1618	109.1855	118.6166	106.5812	114.1152	113.1611	113.6942	114.0567
125.3297	119.9409	113.7375	130.7868	124.0353	117.0097	121.3906	126.7475	116.1238	123.7051	118.2731	118.3105	123.8807	124.6929	112.5706	115.0322	111.9603	114.0482	116.9342	115.8357	116.9451	123.3784	113.0188	117.8993	113.5317	117.7545	109.693	113.6038	114.2003	113.4103	114.488	112.487	112.8901	109.1855	118.6166	106.5812	113.9996	113.3303	113.5891	114.0039
125.6141	119.9409	113.5678	130.8476	124.0968	116.8973	121.3428	126.6945	116.2335	123.7051	118.3884	118.2917	123.8119	124.7556	112.5042	114.9777	111.9603	113.9943	116.8649	115.8357	117.062	123.4339	113.1326	117.8393	113.5317	117.7545	109.6483	113.6317	114.1484	113.5075	114.5379	112.6399	113.1179	109.0655	118.6636	106.4688	114.0897	113.2134	113.5891	113.9448
125.445	119.8244	113.6854	130.7868	124.2639	116.9452	121.4384	126.7475	116.2335	123.7051	118.5036	118.5218	123.9306	124.8728	112.5706	115.0322	111.9603	113.9943	116.7138	115.8357	116.8924	123.4906	113.0188	117.9574	113.5317	117.7545	109.5792	113.6759	114.1484	113.3957	114.5379	112.5219	113.2058	109.1143	118.4941	106.5812	114.2307	113.4473	113.5891	114.0039
125.445	119.9409	113.6198	130.7259	124.3167	117.0576	121.3428	126.6945	116.0642	123.7051	118.5036	118.5218	123.8807	124.8101	112.382	114.8617	112.1209	113.8755	116.6949	115.8357	116.8924	123.2095	113.0188	117.8993	113.5317	117.861	109.7377	113.8366	114.2622	113.3957	114.6002	112.5889	113.0479	109.1143	118.6636	106.5812	114.1152	113.4996	113.7082	114.1157
125.6141	119.9887	113.8551	130.7868	124.3167	117.0097	121.3428	126.7475	116.1786	123.7051	118.2731	118.3105	123.8807	124.7474	112.6263	114.8617	111.9603	114.0482	116.8145	115.9489	116.9451	123.2662	113.0188	117.7812	113.7067	117.7545	109.7377	113.7923	114.3141	113.5561	114.5379	112.5889	113.0479	109.0655	118.541	106.4688	114.1603	113.4473	113.6416	114.0567
125.3297	120.0575	113.5678	130.9038	124.0881	117.0097	121.3428	126.6945	116.0642	123.5841	118.4527	118.4067	123.9306	124.8728	112.6263	114.9777	112.0054	113.9943	116.7138	115.8357	116.8924	123.3784	113.0703	117.9574	113.5869	117.8694	109.8516	113.6759	114.2003	113.3957	114.488	112.6399	113.0479	109.0655	118.6636	106.5812	114.2307	113.3826	113.5891	113.9448
125.268	120.0096	113.6854	130.7868	124.0881	117.0097	121.3906	126.867	116.0094	123.4631	118.3884	118.2917	123.8618	124.8101	112.6263	114.8	112.0305	113.9943	116.8145	115.8825	116.9451	123.4339	113.0188	117.9574	113.5317	117.5863	109.693	113.748	114.2622	113.3957	114.5379	112.538	112.9339	109.0655	118.6636	106.4688	114.1152	113.4996	113.6416	114.0039
125.445	119.9409	113.6198	130.7305	124.2639	117.0097	121.3428	126.867	116.1191	123.7604	118.4527	118.3105	123.9306	124.7556	112.4485	114.9161	112.0757	114.167	116.7642	115.8357	116.8924	123.4339	113.0188	117.9574	113.5317	117.8077	109.7377	113.6038	114.2003	113.3957	114.6501	112.6399	113.1618	109.3055	118.6636	106.6238	114.1152	113.4473	113.6416	114.0567
125.2143	119.9887	113.5678	130.6697	124.2639	117.0576	121.295	126.814	116.0642	123.7051	118.5036	118.3586	123.9306	124.8728	112.6263	114.9777	111.89	114.167	116.9342	115.8357	116.8924	123.4339	113.0188	118.0755	113.5869	117.9227	109.693	113.7923	114.2622	113.5075	114.5878	112.4709	113.0479	109.2344	118.6636	106.6936	114.1603	113.4996	113.6416	114.0039
125.3834	120.0575	113.5678	130.7868	124.3167	116.8973	121.3428	126.867	116.0642	123.7051	118.5036	118.3586	123.8807	124.6929	112.5706	114.8617	112.0757	114.059	116.9342	115.8357	116.8924	123.4339	112.9673	118.1354	113.5317	117.7545	109.693	113.6759	114.3141	113.4442	114.6501	112.4709	113.1618	109.0655	118.6636	106.5812	114.1603	113.4473	113.6416	113.892
