s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39
125.5603	119.9409	113.4501	130.7868	123.9825	117.0576	121.3906	126.814	116.0642	123.7051	118.5036	118.4254	123.9306	124.7474	112.6821	114.9777	112.0757	113.9943	116.9342	115.902	116.8924	123.4906	113.0703	117.9574	113.762	117.8077	109.8516	113.748	114.4279	113.5075	114.6624	112.6559	113.3197	109.1855	118.7392	106.7363	114.2307	113.3949	113.88	114.1685
125.4988	120.0575	113.5678	130.7868	124.2024	117.0576	121.3906	126.867	116.0094	123.8261	118.5036	118.5218	123.9306	124.9356	112.6263	115.025	112.0757	113.9403	116.9846	115.8357	116.8924	123.4339	113.0188	118.1936	113.5869	117.8077	109.8068	113.7923	114.4279	113.731	114.7124	112.6909	113.1618	109.1855	118.6921	106.6936	114.2307	113.4996	113.8274	114.0567
125.445	120.0096	113.6854	130.7868	124.2024	117.0576	121.3428	126.814	116.1786	123.7604	118.5036	118.4549	123.6432	124.8101	112.6263	115.0322	112.0757	113.9943	116.8333	115.9489	116.9451	123.4339	113.0188	117.9574	113.5317	117.8694	109.7377	113.748	114.3141	113.5561	114.7124	112.7069	113.1179	109.1143	118.7392	106.7363	114.3915	113.4996	113.88	114.1095
125.445	119.9409	113.5678	130.8476	124.0353	117.0576	121.3906	126.814	116.0642	123.7051	118.5036	118.5218	123.8807	124.8728	112.6263	115.0867	112.0054	113.9943	116.8649	115.9489	116.9451	123.4339	113.1326	117.9574	113.5317	117.8694	109.7377	113.7202	114.4279	113.6679	114.8746	112.9271	113.1618	109.2344	118.6636	106.5812	114.321	113.4473	113.7608	114.1685
125.3297	119.9409	113.7375	130.8476	124.2024	117.0576	121.5074	126.814	116.0642	123.7051	118.5036	118.6553	123.8807	124.7474	112.6821	115.0322	111.9603	113.9943	116.8145	115.9489	116.9451	123.4906	113.0188	117.9574	113.7067	117.8077	109.8068	113.7202	114.3759	113.4589	114.7624	112.7069	113.2757	109.2344	118.7392	106.8488	114.2759	113.4473	113.7608	114.0039
125.445	120.0575	113.5678	130.7259	124.0881	117.0576	121.3428	126.5751	116.2335	123.7051	118.5036	118.4736	123.9306	124.8101	112.5706	114.9777	112.0757	114.167	116.9846	115.9489	116.9451	123.4906	113.1326	117.9574	113.7067	117.9227	109.7377	113.7202	114.3759	113.5706	114.6002	112.758	113.2058	109.1366	118.6166	106.5812	114.2307	113.4473	113.9992	114.1095
125.4988	120.174	113.6854	130.8476	124.0881	117.0097	121.3906	126.7475	116.0642	123.7051	118.5036	118.5218	123.8807	124.8728	112.5706	114.9161	112.0757	113.9403	116.9342	115.9489	116.8924	123.4339	113.0188	117.9574	113.7067	117.8077	109.7377	113.9087	114.3141	113.6193	114.7124	112.809	113.2058	109.1143	118.7106	106.6238	114.321	113.3949	113.7608	114.1685
125.445	120.1261	113.5678	130.8476	124.1496	117.0576	121.4384	126.6945	116.0642	123.7708	118.5036	118.4736	123.9306	124.8101	112.6821	114.9161	112.0757	114.059	116.8838	115.9957	116.8924	123.4339	113.0188	117.9574	113.7067	117.9227	109.8516	113.5596	114.4279	113.6679	114.7124	112.6399	113.2757	109.0655	118.7392	106.6936	114.3463	113.4473	113.7608	114.2275
125.445	120.174	113.5678	130.8476	124.0881	117.0576	121.3906	126.6945	116.1238	123.9472	118.5036	118.5886	123.9306	124.7474	112.5706	115.0322	111.9603	114.2858	116.7642	116.062	116.9451	123.4339	113.0188	117.9574	113.5869	117.8077	109.7377	113.8644	114.3759	113.6193	114.7624	112.6399	113.3197	109.1855	118.8333	106.5812	114.2307	113.4996	113.9992	114.1095
125.4988	119.9409	113.6854	130.8476	124.4311	116.9452	121.3906	126.6945	116.0642	123.7051	118.5036	118.4254	123.8807	124.8101	112.5042	115.0322	112.0054	114.113	116.8145	115.9489	116.8924	123.4339	113.1326	118.0174	113.7067	117.8694	109.7377	114.0695	114.3141	113.5075	114.7624	112.809	113.1618	109.1855	118.8617	106.6936	114.2307	113.4996	113.7082	114.2214
125.4988	120.1261	113.7375	130.8476	124.2639	117.0576	121.3906	126.5751	116.0642	123.8261	118.5036	118.3105	123.8119	124.7474	112.6263	115.0322	112.0757	114.113	116.8145	116.062	116.8924	123.4906	113.0188	117.9574	113.5317	117.9227	109.693	113.9087	114.3141	113.6679	114.7124	112.758	113.2757	109.0655	118.6636	106.7363	114.2759	113.4473	113.7608	114.0567
125.3297	120.0575	113.6854	130.7259	124.1496	116.9617	121.3906	126.814	116.1191	123.8261	118.5036	118.5218	123.6931	124.8101	112.6263	114.9777	112.1209	114.113	116.9342	115.8357	117.062	123.3784	113.1326	117.9574	113.5317	117.8694	109.7377	113.6317	114.4279	113.5561	114.7624	112.758	113.2757	109.2344	118.6636	106.5812	114.2307	113.4996	113.9465	114.0039
125.2143	119.8244	113.6198	130.7868	124.0881	117.0097	121.295	126.6945	116.2335	123.7604	118.5036	118.5886	123.7429	124.8728	112.6263	115.0322	112.0757	114.0482	116.8145	116.062	116.8924	123.3217	113.1326	117.9574	113.5869	117.7545	109.693	113.7923	114.3141	113.5561	114.7624	112.758	113.1179	109.1855	118.6636	106.7363	114.2307	113.4473	113.7608	114.2214
125.6141	119.8931	113.6854	130.7259	124.2639	117.0097	121.3906	126.814	116.0642	123.8261	118.5036	118.4736	123.9306	124.8728	112.6821	115.0322	111.9603	114.059	116.8145	115.9957	116.9451	123.2662	113.0188	117.9574	113.7067	117.8077	109.8516	113.7202	114.324	113.6679	114.7624	112.6559	113.3197	109.0655	118.6166	106.6936	114.3463	113.4473	113.88	114.0039
125.4988	120.0575	113.8551	130.6697	124.0881	117.0576	121.4384	126.814	116.1238	123.7051	118.5036	118.5699	123.9306	124.8101	112.6263	114.9161	112.0054	114.113	116.9342	115.9489	116.9451	123.4906	113.0188	117.9574	113.5869	117.7545	109.693	113.6317	114.4279	113.6679	114.7624	112.6399	113.2757	109.1855	118.6636	106.6936	114.3915	113.4473	113.7608	114.1685
125.3297	120.0575	113.5678	130.7868	124.0353	117.0097	121.3428	126.9865	116.0642	123.7051	118.5036	118.5699	123.9306	124.7474	112.6821	114.9705	111.9603	113.9943	116.8838	115.8357	116.9451	123.4339	113.0703	118.1936	113.5317	117.8077	109.693	113.8366	114.3141	113.6193	114.7124	112.6399	113.1618	109.0655	118.7862	106.6936	114.2307	113.3949	113.7082	114.1685
125.5603	119.9409	113.6198	130.9038	124.0881	117.0576	121.3428	126.814	116.0094	123.7051	118.3884	118.4254	123.9306	124.9356	112.6263	114.9161	112.0757	113.9943	116.9342	115.902	116.9451	123.3771	113.0188	118.0755	113.5317	117.8077	109.693	113.748	114.4279	113.6193	114.7124	112.6399	113.1618	109.1855	118.9559	106.6936	114.2307	113.4996	113.7608	114.1685
125.3297	120.0575	113.6854	130.7305	124.4311	117.0576	121.3906	126.7475	116.1786	123.8261	118.5036	118.5218	123.9306	124.8101	112.6821	114.9777	112.0757	114.0482	116.9342	115.9489	117.062	123.3771	113.0703	117.9574	113.5869	117.7545	109.5792	113.7923	114.3141	113.6193	114.7624	112.758	113.004	109.1366	118.6921	106.6509	114.2307	113.4996	113.7608	114.1157
125.4988	120.0575	113.5678	130.7868	124.0353	117.0576	121.3906	126.814	116.0642	123.7051	118.5036	118.4736	123.8807	124.8101	112.5706	115.0867	112.0757	114.167	116.8838	115.9489	116.9451	123.6028	113.0188	117.9574	113.5317	117.861	109.7621	113.9087	114.3759	113.6193	114.7124	112.758	113.2058	109.0655	118.7862	106.6238	114.2759	113.4996	113.7608	114.1685
125.5603	120.0096	113.803	130.7868	124.3167	117.0576	121.5074	126.6945	116.0642	123.7051	118.4527	118.4067	123.762	124.8101	112.6263	114.9777	111.9603	114.113	116.8838	115.9489	116.8924	123.4906	113.0188	117.9574	113.5317	117.9227	109.7377	113.748	114.4279	113.6193	114.6501	112.943	113.004	109.1855	118.8333	106.6509	114.3463	113.4473	113.88	114.1157
125.445	120.174	113.6198	130.7868	124.2024	117.0576	121.3906	126.867	116.1786	123.7051	118.5036	118.4067	123.8807	124.8101	112.6263	115.0322	111.9603	113.9943	116.8838	115.9489	116.9451	123.4906	113.1326	118.0174	113.5317	117.8077	109.693	113.9087	114.3141	113.6679	114.7624	112.5889	113.2757	109.1855	118.7106	106.6509	114.3463	113.4996	113.7082	114.0039
125.5065	120.174	113.7375	130.7868	124.2024	117.0576	121.5074	126.814	116.0094	123.7051	118.5036	118.5218	123.8807	124.8728	112.6263	115.0322	112.0054	113.9943	116.9342	115.9489	116.9451	123.4339	113.1842	118.0755	113.5869	117.8077	109.693	113.8644	114.3141	113.6193	114.7124	112.7069	113.0918	109.1855	118.7862	106.5812	114.3463	113.4473	113.88	114.1095
125.6141	120.0575	113.6854	130.6697	124.3167	117.0097	121.4384	126.814	116.0642	123.8261	118.5036	118.4736	123.9806	124.8101	112.5599	114.9777	112.1209	114.113	116.8838	115.9957	116.9451	123.4339	113.0188	117.9574	113.5317	117.8077	109.7377	113.9087	114.2622	113.5706	114.7124	112.7069	113.1618	109.1855	118.8333	106.5812	114.2759	113.4996	113.7608	114.1157
125.445	119.9409	113.6198	130.7868	124.0353	117.1055	121.3428	126.6945	116.0094	123.7051	118.5036	118.4736	124.0494	124.7556	112.6263	114.9777	112.0757	113.9943	116.8838	115.9489	116.8924	123.4906	113.0188	117.9574	113.9465	117.8694	109.8068	113.8366	114.3759	113.4589	114.7624	112.7069	113.2757	109.2344	118.6166	106.5812	114.3463	113.4473	113.8274	114.1157
125.7295	120.0096	113.6854	130.9038	124.0353	117.0097	121.3428	126.6945	116.0046	123.8261	118.5036	118.4736	123.8807	124.8728	112.6263	115.0322	112.0757	113.9943	116.9342	115.9957	116.9451	123.3784	113.1326	117.9574	113.7067	117.8077	109.7377	113.7923	114.4279	113.5561	114.7624	112.7069	113.2058	109.0655	118.8333	106.7363	114.3463	113.4473	113.88	114.1685
125.5603	119.9409	113.5678	130.7259	124.2639	117.0097	121.4384	126.6945	116.0642	123.6499	118.5036	118.6368	123.9306	124.8101	112.6821	115.0322	111.9603	113.8864	116.9846	115.9957	116.9451	123.4339	113.0188	118.1936	113.5869	117.7545	109.8516	113.9087	114.3141	113.6679	114.7624	112.6399	113.2317	109.1855	118.6166	106.5812	114.2307	113.4473	113.88	114.0039
125.4988	120.0096	113.5678	130.9038	124.2024	117.0576	121.5074	126.7475	116.0642	123.7051	118.4527	118.4736	123.9306	124.8728	112.6263	115.0322	112.0757	114.113	116.9846	115.9489	116.8924	123.5474	113.0188	117.9574	113.5869	117.8077	109.8068	113.8366	114.4279	113.5075	114.7124	112.7069	113.1618	109.3545	118.7392	106.6238	114.3463	113.4473	113.7608	114.0567
125.6757	119.9409	113.5678	130.7305	124.4311	117.0576	121.3428	126.814	116.0642	123.7051	118.5036	118.4067	123.8807	124.8728	112.7485	115.0322	112.0054	114.005	116.9846	115.9489	116.9451	123.546	113.1326	118.1936	113.6515	117.9227	109.7377	113.7923	114.3141	113.5706	114.7124	112.758	113.2317	109.1855	118.5696	106.6936	114.2307	113.4996	113.7608	114.1157
125.6141	120.0575	113.5678	130.7868	124.1409	117.17	121.3906	126.814	116.2335	124.0025	118.5036	118.5699	123.8807	124.8101	112.6263	115.0322	112.1209	114.0482	116.9846	115.9489	116.9451	123.4906	113.1326	117.9574	113.7067	117.8077	109.8068	113.8644	114.3141	113.6679	114.7124	112.809	113.3197	109.1855	118.8047	106.6936	114.3915	113.4473	113.88	114.1157
125.4988	119.9409	113.5678	130.8476	124.0881	117.0097	121.4384	126.6945	116.1786	123.6499	118.5036	118.3772	123.8807	124.8728	112.6263	115.0322	111.9603	114.113	116.8838	116.062	116.8924	123.4906	113.0188	117.9574	113.762	117.8077	109.8068	113.7923	114.4279	113.6193	114.7124	112.758	113.2317	109.0655	118.7862	106.5812	114.2759	113.4473	113.7608	114.1157
125.4988	119.9409	113.6198	130.9085	124.1496	117.0576	121.4595	126.6416	116.0094	123.7051	118.5036	118.4736	123.8807	124.8728	112.6263	114.8617	112.0757	114.113	116.9342	116.062	116.9451	123.4906	113.1326	117.9574	113.5869	117.8694	109.693	113.8644	114.3759	113.6679	114.7624	112.6399	113.2757	109.1855	118.7392	106.5812	114.2307	113.4473	113.7608	114.3333
125.445	120.0096	113.6719	130.7259	124.0881	117.0576	121.4384	126.6416	116.1238	123.8815	118.5036	118.4736	123.9306	124.9356	112.8707	114.9161	112.0757	114.0482	116.8838	115.9489	116.8924	123.4906	113.0188	117.9574	113.5869	117.8077	109.7377	113.748	114.3759	113.5075	114.7624	112.758	113.2757	109.1855	118.6166	106.5812	114.3463	113.3303	113.88	114.1157
125.6757	120.0575	113.6854	130.7868	124.0881	117.0097	121.3428	126.6945	116.0642	123.8815	118.5036	118.5218	123.9306	124.8728	112.5706	115.0867	112.0757	114.167	116.9342	116.062	116.8924	123.4906	113.0188	117.9574	113.7067	117.8077	109.7377	113.7923	114.3141	113.4589	114.7124	112.758	113.2058	109.1855	118.7862	106.5812	114.2307	113.4473	113.7082	114.1685
125.6141	120.174	113.5678	130.8476	124.0881	117.0576	121.3906	126.6945	116.1786	123.8261	118.5545	118.4736	123.8807	124.8728	112.5706	114.9161	112.0757	114.167	116.9342	116.062	116.8924	123.4906	113.1326	117.9574	113.7067	117.7545	109.693	113.8366	114.4279	113.5075	114.7624	112.5219	113.1618	109.1855	118.6636	106.6936	114.3463	113.4996	113.88	114.1095
125.3834	120.0575	113.7375	130.7868	124.4311	117.0097	121.5553	126.6416	116.1191	123.8261	118.5036	118.5218	123.9306	124.8101	112.5706	114.9161	112.2363	114.167	116.9342	115.9957	116.8924	123.4906	113.0188	117.8993	113.5317	117.9227	109.7621	113.8366	114.3759	113.6193	114.7124	112.809	112.9339	109.0655	118.7862	106.6936	114.3463	113.4996	113.7608	114.0567
125.3297	120.0575	113.5678	130.9038	124.2639	117.0576	121.5553	126.92	116.1786	123.8261	118.5036	118.4736	123.9306	124.9356	112.8043	114.9705	112.1209	114.0482	116.9342	115.9489	116.8924	123.4339	113.081	118.1354	113.6515	117.9227	109.8516	113.748	114.3141	113.6193	114.8124	112.7069	113.1618	109.3545	118.8333	106.6936	114.3463	113.4473	113.8274	114.1157
125.4988	120.0575	113.5678	130.7868	124.1409	117.0576	121.3906	126.814	116.1191	123.7051	118.5036	118.4736	123.8807	124.9356	112.7485	115.0322	112.0757	114.0482	116.9342	115.9489	116.9451	123.4339	113.1326	117.9574	113.5317	117.976	109.8068	113.748	114.4279	113.6679	114.9246	112.7069	113.3197	109.1855	118.7106	106.6936	114.2307	113.3949	113.7608	114.1685
125.7295	119.8931	113.5678	130.7868	124.1409	117.0576	121.3906	126.814	116.0642	123.8261	118.5036	118.4254	123.9306	124.8728	112.6263	115.0322	111.9603	114.113	116.8838	115.9489	116.9451	123.4339	113.0188	118.0755	113.5869	117.9227	109.693	113.7923	114.3141	113.5706	114.8124	112.7069	113.2058	109.1855	118.8333	106.5812	114.3463	113.4473	113.7608	114.2804
125.3297	120.0575	113.6854	130.7305	124.3167	117.0097	121.4117	126.5887	116.0642	123.8261	118.5036	118.5218	123.8807	124.8728	112.6263	114.9161	111.9603	114.0482	116.8145	116.062	116.9451	123.4339	113.0188	117.9574	113.7067	117.9227	109.8516	113.7923	114.2622	113.5561	114.8124	112.6399	113.3197	109.0655	118.7862	106.5812	114.2307	113.4473	113.7082	114.1685
125.5603	119.9409	113.6854	130.8476	124.0353	117.0576	121.3906	126.7475	116.0642	123.8261	118.5036	118.4067	123.9306	124.8101	112.5706	114.9161	112.1209	114.0482	116.9342	115.9489	117.062	123.546	113.1326	117.9574	113.5317	117.8077	109.7377	113.7923	114.2622	113.4442	114.7624	112.758	113.2757	109.1855	118.7392	106.7363	114.3463	113.4996	113.8134	114.3333
125.5603	120.1053	113.5678	130.7868	124.0881	117.0576	121.5074	126.7475	116.1238	123.7051	118.5036	118.5699	123.9806	124.8101	112.6821	115.0322	112.1209	114.113	116.8838	115.9957	116.9451	123.4339	113.0188	118.0755	113.5869	117.7545	109.8068	113.748	114.3141	113.6193	114.8124	112.758	113.1618	109.1855	118.7392	106.5812	114.2307	113.4473	113.9465	114.1157
125.445	119.9409	113.6854	130.7868	124.2024	117.0576	121.5074	126.6416	116.0046	123.8261	118.5036	118.4736	123.9306	124.8728	112.6263	115.0867	112.0757	114.167	116.8838	116.109	116.9451	123.4339	113.0188	118.1936	113.5869	117.8694	109.7377	113.7923	114.3141	113.5075	114.7124	112.876	113.2757	109.3055	118.6166	106.6936	114.2759	113.3949	113.88	114.1157
125.4988	120.174	113.7375	130.8476	124.0881	117.0576	121.4595	126.867	116.1191	123.7051	118.5036	118.4736	123.9306	124.8101	112.6927	114.9777	112.1209	114.167	116.8838	115.9957	116.8924	123.4339	113.0703	118.1354	113.6515	117.8077	109.693	113.7923	114.4279	113.6193	114.7124	112.809	113.0479	109.1366	118.8047	106.5812	114.2759	113.4996	113.88	114.0567
125.6757	120.174	113.6198	130.8429	124.2024	117.0576	121.3906	126.814	116.0046	123.8261	118.5036	118.5218	123.8807	124.8101	112.6263	115.1483	112.1209	114.167	116.8838	115.9489	116.8924	123.4906	113.1842	117.9574	113.6515	117.9227	109.7377	113.8366	114.2003	113.6193	114.7124	112.6559	113.2757	109.2344	118.7392	106.7363	114.3915	113.4996	113.88	114.2804
125.5603	120.0575	113.5678	130.7868	124.211	117.0576	121.4384	126.814	116.1191	123.7051	118.6188	118.5218	123.9306	124.8728	112.7485	115.0322	112.0757	114.167	116.8145	115.9489	116.9451	123.4339	113.0188	117.8993	113.7067	117.9227	109.7377	113.6759	114.2622	113.5561	114.7624	112.758	113.0479	109.0655	118.7392	106.6238	114.3463	113.4996	114.0519	114.1685
125.6757	120.0096	113.5678	130.7868	124.211	117.0097	121.3906	126.5751	116.1786	123.7051	118.5036	118.4736	123.9306	124.8728	112.6263	114.9161	112.0054	114.0482	116.9342	115.8825	116.9451	123.4339	113.0703	117.8993	113.5869	117.9227	109.8068	113.6759	114.3141	113.5561	114.7124	112.5889	113.3197	109.1855	118.7106	106.5812	114.2307	113.3949	113.9992	114.0567
125.6141	120.174	113.7375	130.7259	124.0353	117.0097	121.4384	126.6416	116.1191	123.8261	118.4527	118.5218	123.8807	124.8101	112.5042	114.8617	112.0054	114.005	116.9342	115.9957	116.9451	123.265	113.0188	117.8993	113.5317	117.9227	109.8516	113.8366	114.3141	113.6193	114.7624	112.758	113.2757	109.1855	118.7392	106.5812	114.3463	113.4996	113.7608	114.0628
125.4988	120.0575	113.6854	130.8476	124.0881	117.0097	121.5074	126.628	116.1786	123.8261	118.5036	118.5218	123.9994	124.8101	112.5706	115.0322	112.0054	114.167	116.8838	116.109	116.9451	123.4339	113.0188	118.0755	113.5869	117.8694	109.693	113.9087	114.4279	113.4589	114.7624	112.758	113.1618	109.1855	118.7106	106.806	114.3463	113.3949	113.8274	114.1685
125.445	120.0575	113.7375	130.8476	124.1496	117.0576	121.3906	126.867	116.1238	123.7708	118.5036	118.4254	123.9306	124.7556	112.5706	114.9161	112.0757	114.0482	116.9342	115.9489	116.9451	123.5474	113.1326	117.8993	113.5869	117.9227	109.8516	113.9087	114.3141	113.6193	114.7124	112.876	113.2757	109.1855	118.6166	106.7363	114.2307	113.4473	113.7608	114.1157
125.445	119.9409	113.6854	130.7868	124.3167	117.0097	121.3428	126.6945	116.0642	123.8261	118.5545	118.5218	123.9306	124.8101	112.5706	115.0322	112.0757	114.2318	116.8145	115.9489	116.8924	123.3217	113.0188	117.9574	113.7714	117.9227	109.8516	113.8366	114.3759	113.6193	114.7745	112.876	113.1618	109.1855	118.7106	106.6936	114.4619	113.4473	113.7608	114.1157
125.3834	120.0575	113.7896	130.7868	124.0881	117.0097	121.3428	126.8004	116.1786	123.7051	118.5036	118.5218	123.9306	124.8101	112.5706	115.0322	112.1209	114.113	116.9846	115.9489	116.9978	123.4906	113.0188	118.0155	113.5869	117.9227	109.7377	113.748	114.2622	113.6193	114.8124	112.7069	113.2757	109.1855	118.7392	106.6936	114.3463	113.4473	113.8274	114.3333
125.445	119.9409	113.6854	130.7868	124.0881	117.0576	121.4384	126.7475	115.9498	123.8261	118.5036	118.5218	123.8807	124.9901	112.5706	114.9705	111.9603	114.167	116.9342	115.9489	116.8924	123.4351	113.0188	117.9574	113.5317	117.9227	109.693	113.7202	114.3141	113.6193	114.8124	112.758	113.2058	109.1855	118.6166	106.5812	114.2307	113.4473	113.7608	114.1685
125.445	120.1261	113.8551	130.9038	124.1496	116.9452	121.295	126.6945	116.2335	123.8815	118.5036	118.4736	123.9306	124.8728	112.5706	114.9161	112.1209	114.167	116.8838	116.062	116.8924	123.3217	113.0703	118.0174	113.7067	117.9227	109.7377	113.9087	114.3141	113.6679	114.7624	112.7739	113.2757	109.2344	118.6166	106.7363	114.3463	113.4473	113.7608	114.2804
125.6141	120.0575	113.5678	130.7868	124.0881	117.0097	121.4384	126.6945	116.1786	123.8261	118.5036	118.5218	123.8807	124.8101	112.6263	114.9777	112.0757	113.9403	116.8838	115.9957	116.9451	123.3217	113.0188	117.9574	113.5317	117.7545	109.7377	113.7923	114.3141	113.5075	114.7624	112.809	113.2757	109.1855	118.7862	106.6936	114.3463	113.4473	113.7608	114.1157
125.4988	120.174	113.5678	130.7868	124.0881	117.0576	121.5074	126.867	116.2335	123.8261	118.5036	118.4736	124.0994	124.8101	112.5706	114.9161	112.1209	114.167	116.8333	115.9957	116.8924	123.3217	113.0188	118.0755	113.5869	117.9227	109.8068	113.7923	114.3141	113.5561	114.7624	112.758	113.3897	109.1855	118.7862	106.6238	114.3463	113.3949	113.7608	114.1157
125.5603	119.9409	113.7375	130.8476	124.0881	117.0097	121.5074	126.6945	116.0642	123.7051	118.5036	118.4254	123.8807	124.8101	112.8148	115.0322	112.0054	114.0482	116.7642	116.062	116.9451	123.546	113.1842	117.9574	113.7067	117.7545	109.8516	113.9087	114.4279	113.6193	114.7624	112.7069	113.2058	109.1855	118.8047	106.6936	114.2759	113.4473	113.7608	114.1685
125.4988	120.1053	113.5678	130.6697	124.0881	117.0576	121.3428	126.6416	116.2335	123.8261	118.5036	118.4736	123.9306	124.8101	112.6263	115.0322	111.9603	114.113	116.9342	116.1752	116.8924	123.4906	113.0188	117.9574	113.5317	117.8077	109.7377	113.7923	114.4279	113.6679	114.7124	112.758	113.2757	109.2344	118.7392	106.6936	114.3463	113.4473	113.7082	114.1685
125.6141	119.9409	113.7375	130.7868	124.0353	117.0097	121.4384	126.814	116.0642	123.5841	118.5036	118.5218	123.9306	124.8728	112.7485	114.9777	111.9603	114.167	116.8145	116.0426	116.9451	123.4906	113.0188	117.9574	113.7067	117.8694	109.6238	113.953	114.2622	113.5561	114.7624	112.9271	113.2058	109.1855	118.6636	106.7363	114.2759	113.4996	113.7608	114.1157
125.6757	120.0575	113.5678	130.7868	123.9738	117.0576	121.4384	126.7475	116.0094	123.8261	118.5036	118.5218	123.9306	124.8101	112.6263	114.8617	112.0757	113.9943	116.7642	115.9489	117.179	123.4339	113.0188	117.9574	113.6515	117.9227	109.693	113.9087	114.4279	113.3957	114.7124	112.5889	113.3197	109.2833	118.7392	106.6936	114.2307	113.3949	113.88	114.2804
125.7295	120.0575	113.6198	130.7868	123.9211	117.0097	121.4384	126.814	116.0094	123.7051	118.5036	118.5218	123.8807	124.8728	112.6263	114.9777	111.9603	114.113	116.8838	116.062	116.8924	123.4339	113.0188	117.8993	113.5317	117.7012	109.693	113.8366	114.3141	113.6193	114.7624	112.758	113.3197	109.0655	118.6636	106.4688	114.3463	113.4473	113.88	114.2275
125.5065	119.9409	113.5678	130.9038	123.9738	117.0576	121.3906	126.814	116.0642	123.7604	118.5036	118.5218	123.8807	124.8101	112.9265	114.9777	111.8449	114.113	116.8333	116.2222	116.9451	123.3217	112.9673	117.9574	113.8266	117.8077	109.7377	113.7923	114.3141	113.6193	114.7624	112.7069	113.1618	109.1855	118.6166	106.5812	114.3463	113.4473	113.88	114.1685
125.6141	119.9409	113.6854	130.7868	123.9211	117.0097	121.3428	126.7475	116.2335	123.7051	118.5036	118.4736	123.8807	124.8101	112.6927	114.9777	112.0757	114.113	116.8838	116.1752	116.8924	123.4339	113.0188	118.1354	113.9465	117.9227	109.7377	113.8644	114.4279	113.5075	114.7624	112.7069	113.2757	109.0655	118.8333	106.5114	114.2307	113.4473	113.88	114.1157
125.445	120.174	113.803	130.7868	124.0793	117.0097	121.4384	126.9334	116.1191	123.7051	118.5036	118.4736	123.9306	124.8728	112.6927	114.9777	112.0757	114.059	116.9342	116.2884	116.8924	123.4906	113.0188	117.9574	113.6515	117.8694	109.693	113.7923	114.4279	113.5561	114.7624	112.758	113.2757	109.0655	118.6636	106.6936	114.3463	113.4996	113.7608	114.1685
125.5603	119.8244	113.7375	130.7868	123.9211	117.1055	121.5763	126.7475	116.0642	123.5289	118.5036	118.4736	123.8807	124.8728	112.5706	114.9161	112.0757	114.2318	116.9342	116.062	116.9451	123.6028	113.0188	118.3117	113.8912	117.8077	109.693	113.8366	114.2622	113.6679	114.7124	112.7069	113.3197	109.1855	118.7392	106.7363	114.3463	113.4473	113.7608	114.1157
125.445	120.0575	113.5678	130.7868	123.9738	117.0097	121.3428	126.6416	116.0642	123.7051	118.5036	118.5218	123.8807	124.8101	112.6927	114.9777	112.0054	114.0482	116.7138	115.9957	116.9978	123.3771	113.0188	117.8993	113.7067	117.8077	109.8516	113.8366	114.3141	113.5075	114.7124	112.758	113.1618	109.1855	118.7862	106.6936	114.3463	113.4996	113.88	114.1685
125.6757	120.0575	113.7375	130.7868	123.9738	117.0576	121.3906	126.814	116.0642	123.6499	118.5036	118.4736	123.9306	124.8728	112.6821	115.0322	112.0054	114.0482	116.9342	116.2414	117.0093	123.4339	113.0188	117.8393	113.6515	117.9227	109.7377	113.7923	114.3141	113.5075	114.7624	112.825	113.2757	109.1855	118.9088	106.6936	114.3463	113.4473	113.7082	114.1685
